review_code,review_rating
2020-07-18,4.5
2020-07-25,4.666666666666667
2020-08-01,4.5
2020-08-08,5.0
2020-08-15,5.0
2020-08-22,2.3333333333333335
2020-08-29,4.5
2020-09-05,4.0
2020-09-12,3.25
2020-09-19,5.0
2020-09-26,5.0
2020-10-03,5.0
2020-10-10,3.5
2020-10-17,4.166666666666667
2020-10-24,4.5
2020-10-31,4.666666666666667
2020-11-07,3.6666666666666665
2020-11-14,3.6666666666666665
2020-11-21,4.5
2020-11-28,2.5
2020-12-05,4.666666666666667
2020-12-12,5.0
2020-12-26,4.2
2021-01-02,4.75
2021-01-09,3.5
2021-01-16,4.0
2021-01-23,5.0
2021-01-30,3.8
2021-02-06,4.0
2021-02-13,4.666666666666667
2021-02-20,5.0
2021-02-27,3.8
2021-03-06,3.25
2021-03-13,3.0
2021-03-20,4.2
2021-03-27,4.666666666666667
2021-04-03,4.666666666666667
2021-04-17,4.666666666666667
2021-04-24,3.75
2021-05-01,3.6
2021-05-08,4.2
2021-05-15,4.0
2021-05-22,5.0
2021-05-29,4.0
2021-06-05,5.0
2021-06-12,4.444444444444445
2021-06-19,3.5
2021-06-26,3.4
2021-07-03,4.75
2021-07-10,4.0
2021-07-17,4.0
2021-07-24,3.0
2021-07-31,4.0
2021-08-07,4.6
2021-08-14,3.6
2021-08-21,3.4285714285714284
2021-08-28,3.0
2021-09-04,3.5
2021-09-11,3.5
2021-09-18,4.666666666666667
2021-09-25,4.0
2021-10-02,3.6666666666666665
2021-10-09,5.0
2021-10-16,5.0
2021-10-23,4.5
2021-10-30,3.6666666666666665
2021-11-06,3.6666666666666665
2021-11-13,3.5
2021-11-20,4.5
2021-11-27,5.0
2021-12-04,4.5
2021-12-11,3.5
2021-12-18,4.0
2021-12-25,3.0
2022-01-01,4.0
2022-01-08,3.4
2022-01-15,4.0
2022-01-22,5.0
2022-01-29,4.166666666666667
2022-02-05,5.0
2022-02-12,5.0
2022-02-19,4.2
2022-02-26,4.4
2022-03-05,4.3
2022-03-12,3.0
2022-03-19,3.857142857142857
2022-03-26,4.0
2022-04-02,3.8333333333333335
2022-04-09,4.2
2022-04-16,3.4285714285714284
2022-04-23,3.0
2022-04-30,4.0
2022-05-07,3.875
2022-05-14,3.2
2022-05-21,4.5
2022-05-28,3.75
2022-06-04,4.125
2022-06-11,3.5714285714285716
2022-06-18,4.444444444444445
2022-06-25,3.375
2022-07-02,4.0
2022-07-09,4.0
2022-07-16,4.5
2022-07-23,4.166666666666667
2022-07-30,4.0
2022-08-06,3.8
2022-08-13,3.5555555555555554
2022-08-20,4.0
2022-08-27,3.25
2022-09-03,4.7
2022-09-10,4.5
2022-09-17,4.545454545454546
2022-09-24,4.142857142857143
2022-10-01,4.25
2022-10-08,4.285714285714286
2022-10-15,4.533333333333333
2022-10-22,3.769230769230769
2022-10-29,4.0
2022-11-05,4.090909090909091
2022-11-12,3.4
2022-11-19,4.333333333333333
2022-11-26,4.666666666666667
2022-12-03,5.0
2022-12-10,4.0
2022-12-17,3.6363636363636362
2022-12-24,4.2
2022-12-31,4.0
2023-01-07,3.875
2023-01-14,3.2
2023-01-21,3.3
2023-01-28,4.166666666666667
2023-02-04,4.368421052631579
2023-02-11,4.083333333333333
2023-02-18,4.363636363636363
2023-02-25,4.045454545454546
2023-03-04,2.7142857142857144
2023-03-11,3.6363636363636362
2023-03-18,3.4545454545454546
2023-03-25,4.166666666666667
2023-04-01,3.75
2023-04-08,3.6666666666666665
2023-04-15,4.5
2023-04-22,3.8333333333333335
2023-04-29,4.0
2023-05-06,2.8333333333333335
2023-05-13,4.333333333333333
2023-05-20,4.2
2023-05-27,4.0
2023-06-03,3.4
2023-06-10,4.4
2023-06-17,4.333333333333333
2023-06-24,3.888888888888889
2023-07-01,2.6
2023-07-08,4.0
2023-07-15,3.857142857142857
2023-07-22,4.333333333333333
2023-07-29,4.0625
2023-08-05,3.3333333333333335
2023-08-12,1.5
2023-08-19,3.2857142857142856
2023-08-26,4.222222222222222
2023-09-02,4.5
2023-09-09,4.142857142857143
